,Unnamed: 0_x,filename,file_size,pixels,prompt_0,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,Unnamed: 0_y,caption,score,compress_rat,scores
189,189,3_1507341584349773825.png,38187,42975,yes,yes,yes,yes,no,no,plant,no,189,a woman in a white dress,0.3870944082736969,9.00306386990337,y
190,190,3_1298660696457121793.png,51709,38925,yes,yes,yes,no,no,no,plant,no,190,an advertisement for a token token,0.9999078512191772,6.022162486220967,y
191,191,3_1507353302354309131.png,58060,41400,no,no,yes,yes,no,no,plant,no,191,a woman with glasses and a striped shirt,0.9980108141899108,5.704443678952807,y
192,192,3_1430896967924609031.png,17268,28575,no,yes,no,no,no,no,plant,no,192,a purple and white background with the words our shared future,0.9999712705612184,13.238359972202918,y
193,193,3_1497300562265657346.png,46625,25425,yes,yes,no,no,no,no,plant,yes,193,the cover of the book on legal law and justice,0.9854798913002014,4.362466487935657,n
194,194,3_1550497982147084288.png,35427,22275,yes,no,no,no,no,yes,plant,yes,194,a dinosaur skeleton with a green ribbon around it,0.9999582767486572,5.030061817258024,y
195,195,3_1359491601714806786.png,85890,50625,no,no,no,yes,no,no,plant,no,195,a young boy sitting in a chair,0.8693718314170837,4.715333566189312,y
196,196,3_1438884213160353796.png,48867,37575,yes,yes,no,yes,no,no,plant,yes,196,a baseball player holding a bat,0.2889059484004974,6.151390508932408,y
197,197,3_1553712214837796865.png,62058,50625,no,no,yes,yes,no,no,plant,no,197,a man sitting on a rock,0.458923876285553,6.526152953688485,y
198,198,3_1539959097746784256.png,83446,40500,no,yes,yes,yes,no,no,plant,no,198,a man and woman smiling,0.6636238098144531,3.882750521295209,y
199,199,3_1431029955949907970.png,16546,28575,no,yes,no,no,no,no,plant,no,199,a purple and white background with the words our shared future,0.9999711513519288,13.81602804303155,y
200,200,3_1508791440226271232.png,32775,26550,yes,yes,no,yes,yes,no,plant,no,200,two women standing next to each other women,0.6723942756652832,6.480549199084668,mb
201,201,3_1489313343684833282.png,25715,28575,yes,yes,yes,yes,no,no,plant,no,201,a man in a suit and tie,0.0746617838740348,8.889753062414933,y
202,202,3_1473432063147536384.png,56200,28575,yes,no,no,yes,no,no,plant,yes,202,a large room with a lot of people,0.7553489208221436,4.067615658362989,y
203,203,3_1555297034558660608.png,19665,33750,yes,no,no,no,no,yes,plant,yes,203,a small plane flying in the sky,0.4786154627799988,13.729977116704806,y
204,204,3_1511759256713760768.png,94488,38025,no,no,no,no,no,no,plants,no,204,some flowers and plants in a garden,0.9002810120582581,3.2194564389128777,y
205,205,3_1259455540436008960.png,58093,40725,no,no,yes,yes,no,no,plant,no,205,a woman holding a baby,0.9157767295837402,5.608248842373436,y
206,206,3_1417870815966728193.png,89512,38025,no,no,no,no,no,no,plants,no,206,some flowers in a garden,0.8651701807975769,3.398427026543927,y
207,207,3_1516391777275633672.png,46924,29475,yes,yes,yes,yes,no,no,plant,yes,207,a laptop on a table,0.111390471458435,5.025147046287614,y
208,208,3_1491496467084857352.png,53256,33750,no,no,no,yes,no,yes,plant,yes,208,a person standing on a boat,0.9136028289794922,5.069851284362326,y
209,209,3_1466504523069988864.png,46027,50625,yes,yes,no,no,yes,no,plants,no,209,a tea towel with a pattern of bugs on it,0.9983616471290588,8.799183088187368,y
210,210,3_1475104234651725829.png,34102,28575,no,yes,yes,yes,no,no,plant,no,210,a group of people standing in front of a map,0.089884266257286,6.703419154301801,y
211,211,3_1514321857821904896.png,31310,28575,yes,yes,yes,no,no,yes,plant,yes,211,"a piano with the words,'peter o'and'peter o '",0.8597129583358765,7.301181731076333,n
212,212,3_1547236070168809474.png,75937,38925,no,no,no,yes,yes,no,grass,yes,212,a group of people in a field,0.6601791977882385,4.100767741680603,y
213,213,3_1376883573068824579.png,47156,28575,yes,yes,no,no,no,no,plant,no,213,butterflies with the words'not from nature ',0.9998779296875,4.84773941810162,y
214,214,3_1360964849480708101.png,31817,30600,yes,no,yes,yes,no,no,plant,no,214,a man with a beard,0.6212823987007141,7.694000062859478,y
215,215,3_1512792553166360576.png,52550,40500,no,yes,yes,no,no,no,plants,yes,215,several different types of boxes,0.8866842985153198,6.1655566127497625,mb
216,216,3_1530553231692156928.png,31451,33750,no,no,no,no,no,yes,plant,yes,216,a plane flying in the sky,0.1004438623785972,8.584782677816285,n
217,217,3_1450839381141508097.png,69097,28575,no,no,no,no,yes,no,plant,no,217,a bird in a tree,0.5086794495582581,3.3083925496041795,n
218,218,3_1525830870384377856.png,43177,33750,yes,no,no,no,yes,no,plants,yes,218,pandas on a white background,0.9236149191856384,6.253329318850314,y
219,219,3_1497964795953299459.png,90509,34875,yes,yes,no,yes,no,yes,plant,no,219,a boy in a plane with a stamp on it,0.996489942073822,3.082566374614679,y
220,220,3_1474379582862249987.png,56360,33750,no,no,no,no,no,no,plant,yes,220,a pot of food cooking on a stove,0.9097321033477784,4.790631653655074,y
221,221,3_1549377766650511363.png,66382,33525,yes,yes,no,no,no,no,plant,no,221,a baseball stadium,0.4082026779651642,4.040251875508421,y
222,222,3_1417885847215616003.png,32977,25425,no,yes,no,no,no,no,plant,yes,222,a can of tuna steak,0.9997972846031188,6.167935227582861,y
223,223,3_1537816107205140483.png,56869,33750,no,no,yes,yes,no,no,plant,no,223,a group of people working in an office,0.8834726214408875,4.747753609171957,y
224,224,3_1479131370911842304.png,61791,38250,yes,yes,no,no,yes,no,plant,yes,224,a piece of chocolate on a piece of paper,0.6364908218383789,4.9521775015779,n
225,225,3_1544773389897826311.png,79378,50625,yes,no,no,no,yes,no,plants,no,225,several birds on a branch,0.7489480972290039,5.102169366827081,y
226,226,3_1295413583795429378.png,78581,38025,yes,no,no,no,no,no,plants,yes,226,a patio with a table and chairs,0.7456190586090088,3.87116478538069,y
227,227,3_1517560971606196226.png,111978,50625,no,yes,no,no,no,no,plants,no,227,a forest with a white circle over it,0.9997288584709167,3.6167818678669024,y
228,228,3_1417970029979635713.png,37924,25425,no,yes,no,no,no,no,plant,no,228,a monument in the middle of a city,0.5494568943977356,5.363358295538445,n
229,229,3_1442265745757335556.png,54671,33750,yes,no,no,no,no,yes,plant,yes,229,a book cover with a drawing of a woman's face,0.9969837069511414,4.938632913244682,y
230,230,3_1438549514001031173.png,78722,37575,yes,no,no,yes,yes,yes,plant,yes,230,a man in a wheelchair,0.7439837455749512,3.81850054622596,y
231,231,3_1479492626718076929.png,45051,25425,no,yes,no,no,no,no,plant,no,231,a piece of paper with a yellow piece of paper on it,0.983164608478546,4.51488313244989,mb
232,232,3_1356680086884335616.png,51908,28575,no,no,no,no,yes,no,plant,yes,232,a sun on a blue background,0.9996335506439208,4.403945441935733,y
233,233,3_1526865493625282562.png,64603,28575,yes,no,no,no,yes,no,plant,yes,233,a circle with many colors,0.9944868683815002,3.538535362134885,y
234,234,3_1525508741050793985.png,91129,49950,no,no,no,no,no,yes,plant,yes,234,a satellite satellite flying in the sky,0.9080581665039062,4.384992702652284,y
235,235,3_1557401330259484674.png,47764,38250,yes,no,no,no,no,no,plant,yes,235,a nebula in the sky,0.9856820702552797,6.4064986182061805,y
236,236,3_1449038557755105285.png,80353,38025,no,no,no,yes,yes,yes,plants,yes,236,a man with a backpack kneeling in the desert,0.9983983635902404,3.785795178773661,y
237,237,3_1128301182198394880.png,80464,38025,yes,no,no,no,yes,yes,plant,yes,237,a butterfly in a garden,0.705585241317749,3.7805726784649036,y
238,238,3_1538597502911381506.png,35044,50625,no,no,yes,yes,no,no,plants,no,238,two people in a field,0.0043253451585769,11.556899897272,y
239,239,3_1537797312604426245.png,47319,38925,no,no,no,yes,no,yes,plant,yes,239,"a red, white and blue poster",0.9963435530662536,6.580866036898497,y
240,240,3_1421142725353635846.png,61541,28575,yes,yes,no,yes,no,no,plant,no,240,a large room filled with people,0.7640565037727356,3.7145967728831186,y
241,241,3_1549812388043657218.png,27308,18000,no,no,yes,no,no,yes,plant,no,241,a rock on the surface of mars,0.3659897148609161,5.273180020506811,y
242,242,3_1289268479259021313.png,50687,28575,yes,no,no,no,yes,no,flowers,no,242,a field full of flowers,0.9061039686203004,4.51003215814706,y
243,243,3_1458087118752862218.png,46359,28575,no,yes,no,no,no,no,plant,no,243,an old manuscript with a quote on it,0.9816914200782776,4.931081343428461,y
244,244,3_1354143366703939586.png,51908,28575,no,no,no,no,yes,no,plant,yes,244,a sun on a blue background,0.9996335506439208,4.403945441935733,y
245,245,3_1527413700910534666.png,61577,33525,no,yes,no,no,no,no,plant,yes,245,an advertisement for the french air force,0.9994307160377502,4.355522354125728,mb
246,246,3_1531698295919222786.png,29581,28575,no,yes,no,no,no,no,plant,yes,246,a document with a handwritten message,0.9875923991203308,7.727933470808965,mb
247,247,3_1293219438423085057.png,30395,28350,no,no,no,yes,yes,no,plant,no,247,a woman in a blue shirt and purple gloves,0.9997676014900208,7.4617535778911,y
248,248,3_1379841800425377793.png,30216,29025,yes,no,no,no,yes,yes,plant,yes,248,a metal door handle,0.8616249561309814,7.684670373312152,n
249,249,3_1325890200111878144.png,47242,26775,yes,no,no,yes,yes,no,plant,yes,249,a group of people sitting on a couch,0.0187893379479646,4.534101011811524,mb
250,250,3_1468632383750615053.png,58505,33750,yes,no,no,yes,yes,yes,plant,yes,250,a man working on a piece of wood,0.6697752475738525,4.61499017178019,n
251,251,3_1454096897745031173.png,72370,38025,no,no,no,yes,no,no,plant,yes,251,a person cutting a plant,0.789743959903717,4.20339919856294,n
252,252,3_1439711400536985603.png,54682,28575,yes,no,yes,yes,yes,no,plant,yes,252,a woman sitting at a table,0.3913694620132446,4.18053472806408,y
253,253,3_1389655087069470728.png,52802,28575,no,yes,no,no,no,no,plant,no,253,a pink background with black and white illustrations,0.9991975426673888,4.3293814628233775,y
254,254,3_1523460744502784003.png,68790,33525,yes,no,no,no,no,yes,plant,yes,254,a plane in a museum,0.8869343996047974,3.898822503270824,y
255,255,3_1453813963687448584.png,67732,28575,yes,no,no,no,no,no,plants,no,255,a red house in the woods,0.9865599870681764,3.3750664383157147,y
256,256,3_1409573577750454272.png,41674,39375,no,yes,yes,yes,yes,no,plants,no,256,a group of children playing in a field,0.22957743704319,7.558669674137352,y
257,257,3_1352267265689968642.png,58344,33300,no,no,yes,no,no,no,plants,no,257,flowers in a book,0.993378520011902,4.566022213081037,y
258,258,3_1514954921375768579.png,57074,28575,yes,yes,no,no,no,no,plant,yes,258,a room filled with statues,0.9928511381149292,4.005326418334093,y
259,259,3_1470604560016285702.png,10954,25425,no,no,no,no,yes,yes,plant,yes,259,a green mailbox,0.9745555520057678,18.56855943034508,y
260,260,3_1493726391572959235.png,63553,33300,yes,no,no,yes,no,yes,plant,yes,260,a group of people sitting around a table,0.1962647885084152,4.191776942079839,mb
261,261,3_1364213734252580868.png,47373,25875,yes,no,no,no,yes,no,plant,no,261,a building with a clock tower,0.0817034766077995,4.369577607497942,n
262,262,3_1493961663548215302.png,44471,33750,yes,yes,no,no,no,no,plant,no,262,a kitchen with the words art talk with music for elephants,0.9997825026512146,6.071372355017877,n
263,263,3_1308083014040195073.png,37821,24075,yes,no,no,no,no,no,plant,no,263,a building that is in the middle of a street,0.6618329286575317,5.092408979138574,n
264,264,3_1253489399515484170.png,62926,35775,yes,no,no,no,yes,no,plants,no,264,a mountain with rocks and trees,0.8112436532974243,4.548199472396147,y
265,265,3_1557102006078160898.png,50280,33750,no,yes,no,yes,no,yes,plant,no,265,an advertisement for a radio,0.9862241744995116,5.369928400954654,n
266,266,3_1508429063433736196.png,44094,36225,yes,yes,no,yes,no,no,plant,no,266,an african woman with the words we speak,0.9997022747993468,6.572322765002041,y
267,267,3_1159822813605351430.png,36978,33750,yes,no,yes,yes,no,yes,plant,yes,267,a heart shaped sculpture in a park,0.982646107673645,7.301638812266753,y
268,268,3_1521129836449869824.png,57672,34425,yes,no,no,no,no,no,plants,no,268,strawberries on a plant,0.9909055233001708,4.775280898876405,y
269,269,3_1500898751656955909.png,51918,38475,no,no,no,no,no,no,plant,no,269,a handwritten note,0.9416372179985046,5.9285796833468165,y
270,270,3_1359964709680787462.png,54888,25425,no,yes,no,no,no,yes,plants,yes,270,a palm tree with the text updates to bibliography pages,0.9999773502349854,3.705728027984259,y
271,271,3_1414585300492423171.png,46560,44325,no,no,no,no,yes,no,plant,yes,271,a ball with the word pain written on it,0.958935022354126,7.615979381443299,y
272,272,3_1378036117602246656.png,67286,40500,yes,no,no,yes,yes,no,plant,yes,272,a woman in a red coat,0.0930017232894897,4.815266177213685,mb
273,273,3_1542846208020029440.png,55078,33300,yes,yes,no,yes,no,no,plants,no,273,a group of people,0.1744343191385269,4.8367769345292135,mb
274,274,3_1546839299458465792.png,60753,35550,yes,no,no,yes,no,yes,plant,yes,274,a man sitting in a plane,0.7036332488059998,4.681250308626734,y
275,275,3_1498682748470534149.png,70875,32175,yes,no,no,no,no,no,plant,yes,275,an old book with gold lettering,0.9973164200782776,3.6317460317460317,y
276,276,3_1336658145851150337.png,54953,30375,yes,yes,no,yes,yes,no,plant,yes,276,a man with no shirt,0.2756073176860809,4.421960584499481,n
277,277,3_1534597247576420352.png,53116,31275,yes,no,no,no,yes,no,plant,yes,277,a bird sitting on top of a rock,0.0141890244558453,4.710445063634309,n
278,278,3_1433781843128733706.png,41260,31275,no,no,no,yes,yes,no,plant,no,278,a woman standing in a kitchen,0.7078292965888977,6.063984488608822,y
279,279,3_1554549953254621193.png,53165,27900,yes,yes,no,yes,no,no,plant,yes,279,a woman standing next to a sign,0.9824727773666382,4.198250728862973,y
280,280,3_1252631985803137025.png,102618,48375,yes,no,no,yes,yes,no,plants,no,280,the ocean with rocks and water,0.6837545037269592,3.771268198561656,y
281,281,3_1538152059286978560.png,61280,33750,yes,yes,no,no,no,no,plant,yes,281,a display in a museum,0.9393821358680724,4.406005221932115,y
282,282,3_1364290226466811905.png,51908,28575,no,no,no,no,yes,no,plant,yes,282,a sun on a blue background,0.9996335506439208,4.403945441935733,y
283,283,3_1531349843276349441.png,57445,41175,no,no,yes,yes,yes,no,plant,no,283,a man sitting with a dog,0.6956384181976318,5.734180520497867,n
284,284,3_1522290066139217921.png,56456,40725,no,no,yes,yes,no,no,plant,no,284,a woman in a white shirt,0.7399542331695557,5.770865807000142,y
285,285,3_1470898913351720964.png,122049,50625,yes,no,no,no,yes,no,plants,no,285,a wallpaper with birds and flowers,0.99934321641922,3.3183393555047562,y
286,286,3_1311331536671838216.png,36477,28350,yes,no,no,yes,yes,yes,plant,yes,286,a man in a suit holding a gun,0.3274607062339782,6.217616580310881,n
287,287,3_1538353405739077633.png,16068,25425,no,yes,no,no,no,no,plant,no,287,a baseball game with the words baseball mom,0.6817699670791626,12.658700522778192,y
288,288,3_1384518920871112707.png,66826,28350,no,no,no,no,yes,no,plants,no,288,a gorilla in the jungle,0.9806953072547911,3.3938886062311076,y
289,289,3_1455957103248556035.png,47831,28575,yes,no,no,yes,no,no,plant,yes,289,a man sitting at a table,0.4061919450759887,4.779327214567958,y
290,290,3_1422203153555001345.png,48297,28575,yes,yes,no,yes,no,yes,plant,yes,290,people walking in front of a building with the words hurricaness are you prepared?,0.9999719858169556,4.733213243058575,y
291,291,3_1476611166017396741.png,61947,40500,yes,no,no,yes,no,no,plant,no,291,a man and a woman,0.3289187848567962,5.230277495278222,y
292,292,3_1479472112318431237.png,87457,39375,yes,no,no,yes,yes,no,plants,no,292,a woman in a garden,0.8558196425437927,3.6017700126919516,mb
293,293,3_1504616074335203330.png,57348,40725,yes,no,yes,yes,no,no,plant,no,293,a woman with long hair,0.3517229855060577,5.681104833647207,y
294,294,3_1527282117465497601.png,65898,38025,yes,no,no,yes,no,yes,plant,yes,294,a woman in a dentist's office,0.9416606426239014,4.6162250751160885,mb
295,295,3_1450446979071414284.png,46035,26550,no,yes,no,yes,no,no,plant,no,295,a woman smiling with the text from global change to local action,0.9999723434448242,4.613880742913001,y
296,296,3_1538860564792987648.png,58998,30150,no,yes,no,no,no,no,plant,yes,296,an ant ant ant ant ant ant ant ant ant ant ant ant ant ant ant,0.2060703784227371,4.0882741787857215,n
297,297,3_1454142120026062856.png,50399,32850,yes,no,no,no,no,no,plant,yes,297,a green nebula,0.9994012117385864,5.214389174388381,y
298,298,3_1549371886194331648.png,54233,30150,yes,no,no,yes,no,no,plant,no,298,a baseball player with a bat,0.1107682958245277,4.44747662862095,y
299,299,3_1497572228619284484.png,46215,40500,no,yes,yes,yes,no,no,plants,no,299,a group of people holding signs,0.9685440063476562,7.010710808179162,y
300,300,3_1395833254045884418.png,49767,28575,no,no,no,yes,no,no,plants,yes,300,a bride and groom laying on the ground,0.9955446124076844,4.59340526855145,mb
301,301,3_1501922429148418049.png,29652,30375,no,no,yes,yes,yes,no,plants,no,301,a group of people standing in front of a building,0.1344783008098602,8.19506272764063,mb
302,302,3_1457694529298083842.png,47583,43200,yes,no,no,no,no,no,plant,yes,302,a christmas tree with lights,0.3006837964057922,7.26309816531114,n
303,303,3_1513581351005532169.png,52801,35775,no,no,no,no,no,yes,plants,yes,303,two boxes on a table,0.9660865664482116,5.420351887274863,y
304,304,3_1530923417108680704.png,51125,37125,yes,no,yes,yes,yes,no,plant,yes,304,a man with a butterfly on his head,0.8874361515045166,5.809290953545232,mb
305,305,3_1502027124554698770.png,51164,31950,no,no,yes,yes,no,no,plant,no,305,a woman in a dress,0.7722169756889343,4.995700101633961,y
306,306,3_1530988094475878406.png,49213,27450,no,no,no,no,no,yes,plant,yes,306,a small plane in a hangar,0.9274902939796448,4.462235588157601,y
307,307,3_1439319694620733442.png,31331,25425,no,no,no,no,yes,no,plant,yes,307,a baby mouse,0.7197108268737793,6.491972806485589,n
308,308,3_1435270647165378561.png,53478,40500,yes,yes,no,no,no,yes,plant,yes,308,a poster with the words'the new centre of london underground ',0.9999237060546876,6.058566139347021,y
309,309,3_1321180353160237059.png,51908,28575,no,no,no,no,yes,no,plant,yes,309,a sun on a blue background,0.9996335506439208,4.403945441935733,y
310,310,3_1384189003163836416.png,40700,33075,yes,no,no,no,no,no,plant,no,310,a wallpaper with a space theme,0.990662157535553,6.501228501228502,y
311,311,3_1542256459890704387.png,62755,34200,no,no,no,yes,no,no,plant,no,311,a man singing into a microphone,0.695151686668396,4.35981196717393,n
312,312,3_1498761570746343428.png,48113,23175,yes,no,no,yes,no,no,plant,no,312,a col of people,0.8894970417022705,3.8534283873381416,n
313,313,3_1553520172933292032.png,42227,28575,yes,yes,no,yes,no,yes,plant,yes,313,a postcard with a picture of a woman,0.3242968618869781,5.413597934970516,mb
314,314,3_1462106480333582338.png,79639,33750,yes,no,no,no,no,no,plants,yes,314,a building with a tree on top,0.8378740549087524,3.390298722987481,n
315,315,3_1393566950110998530.png,43339,38475,no,no,yes,no,no,no,plant,no,315,an old building on the water,0.7188950181007385,7.102148180622534,n
316,316,3_1557443265653137408.png,55037,43650,yes,no,no,yes,no,no,plant,no,316,a man in a blue coat,0.8715928792953491,6.344822573904827,y
317,317,3_1558106302165012481.png,36622,28575,no,yes,no,yes,no,no,plant,no,317,a woman in a black dress,0.039561953395605,6.242149527606357,n
318,318,3_1400437486313250816.png,66648,37800,yes,no,no,no,yes,no,plants,yes,318,two butterflies on a branch,0.8784798979759216,4.537270435722002,y
319,319,3_1418933551723163648.png,111330,50625,no,no,no,no,no,no,plant,yes,319,a sunflower in a garden,0.9456008672714232,3.6378334680679063,y
320,320,3_1552748125558906881.png,64761,38025,yes,no,yes,yes,no,no,plant,yes,320,a woman holding a baby,0.0002914017240982,4.697271505998981,mb
321,321,3_1554459577835470855.png,38526,37575,no,no,yes,no,yes,no,plant,yes,321,a set of different items,0.3842053711414337,7.802522971499767,y
322,322,3_1504800098206769163.png,65336,40500,no,no,no,no,no,no,plants,no,322,some purple flowers on a white background,0.988902986049652,4.958981266070773,y
323,323,3_1420784832163024897.png,78003,49050,no,no,no,no,no,no,plant,yes,323,a bunch of sticky notes on a door,0.998267412185669,5.03057574708665,y
324,324,3_1391757575343980548.png,95815,50625,yes,yes,no,yes,yes,no,plant,yes,324,a man in a suit and tie,0.0046020778827369,4.226895580024005,mb
325,325,3_1258042843307757568.png,73032,38025,no,no,no,yes,no,yes,plant,yes,325,a woman in the cockpit of a plane,0.9945592284202576,4.165297403877752,y
326,326,3_1529957805976870935.png,63562,34875,no,no,no,yes,no,yes,plants,yes,326,three men standing in front of a rocket,0.9996786117553712,4.389415059312167,y
327,327,3_1298326161970388992.png,32343,25425,no,yes,no,no,no,no,plant,no,327,a phone with the words celebrate women's history on it,0.9999470710754396,6.288841480382154,mb
328,328,3_1395820254182342656.png,63428,33975,no,no,no,yes,no,no,plant,no,328,a group of people sitting around a table,0.5403926372528076,4.285173740303967,y
329,329,3_1522950129757601794.png,53935,38925,no,no,no,no,no,no,plant,yes,329,a rocket taking off into the sky,0.9648023247718812,5.7736163900991935,y
330,330,3_1438605959656509445.png,82803,38025,yes,no,no,yes,yes,yes,plants,yes,330,the inside of a building,0.4986310303211212,3.673779935509583,mb
331,331,3_1468581272394031105.png,38647,28575,yes,no,no,no,yes,no,plant,yes,331,a pair of sun ornaments,0.99978107213974,5.9150774963127795,y
332,332,3_1382787072856109057.png,69383,40725,yes,no,yes,yes,no,no,plant,no,332,a woman with long hair,0.0432574488222599,4.695674733003762,mb
333,333,3_1552709483243134984.png,85118,38025,no,no,no,yes,yes,no,plants,no,333,a man on a boat in the water,0.4853157699108124,3.5738621678140934,y
334,334,3_1497311965936553987.png,80224,37125,no,no,no,no,yes,no,plant,no,334,a piece of paper with flowers on it,0.1784016340970993,3.702134024730754,y
335,335,3_1526641799653097472.png,41943,44100,yes,no,no,no,no,no,plants,no,335,a screen with a bunch of pictures on it,0.9641594886779784,8.411415492454045,mb
336,336,3_1533480014791974914.png,40582,31500,yes,no,no,no,yes,no,plants,yes,336,the constellations in the night sky,0.9357730150222778,6.209649598344093,y
337,337,3_1316726095337730050.png,48068,43650,no,yes,yes,yes,no,no,plant,no,337,a woman in a dress and hat,0.8561765551567078,7.264708329866023,y
338,338,3_1460678009317257218.png,32493,28575,yes,yes,yes,yes,no,no,plant,no,338,a man in a suit and tie,0.021093001589179,7.035361462468839,mb
339,339,3_1492152799701962759.png,59836,33750,yes,no,no,yes,no,no,plants,yes,339,a group of people in orange suits,0.9967907071113586,4.512333712146534,mb
340,340,3_1445031306681798669.png,74377,38025,no,no,no,no,no,no,plant,yes,340,a room filled with shelves,0.98648202419281,4.089974051117953,mb
341,341,3_1248639174892236800.png,49161,37800,yes,no,no,yes,yes,no,plant,no,341,a person riding a horse,0.1532799154520034,6.151217428449381,mb
342,342,3_1425186634128142336.png,81929,50175,no,no,no,no,no,no,plant,yes,342,a stamp on a piece of paper,0.9877815246582032,4.899364083535744,y
343,343,3_1177575728646197248.png,47112,38025,no,yes,no,yes,no,no,plant,no,343,a woman on a screen,0.9795000553131104,6.456953642384106,y
344,344,3_1556248919478345728.png,59779,40500,no,no,no,yes,no,no,plant,no,344,a woman wearing a hat,0.8038464784622192,5.419963532344134,y
345,345,3_1529195689976156168.png,55832,33750,yes,no,no,yes,no,no,plants,no,345,a group of people standing in front of a building,0.8263013362884521,4.835936380570282,y
346,346,3_1489717774410649602.png,44155,40500,no,no,yes,yes,no,no,plant,no,346,a young boy working on a piece of paper,0.995498538017273,7.337787340052089,y
347,347,3_1513965320519647234.png,54954,33750,yes,no,no,yes,no,yes,plant,yes,347,a man looking through a microscope,0.9604600071907043,4.91320013101867,y
348,348,3_1483474214644453380.png,46199,38700,yes,no,yes,yes,no,yes,plant,yes,348,a man standing in a room filled with food,0.910772979259491,6.701443754193813,n
349,349,3_1526664431089893377.png,52918,50400,yes,no,yes,yes,no,no,plant,no,349,a man playing a guitar,0.024640405550599,7.619335575796516,mb
350,350,3_1538322169888968704.png,56564,33300,no,no,no,yes,no,yes,plant,yes,350,a woman holding a helmet,0.9939234852790833,4.709709355773991,y
351,351,3_1511069433808179203.png,63852,38025,no,yes,no,yes,yes,no,plant,no,351,a group of people standing in front of a building,0.8129625916481018,4.764142078556662,y
352,352,3_1525872389145468930.png,50841,40275,no,no,no,no,no,yes,plant,yes,352,a rocket taking off from the launch pad,0.9778513312339784,6.337404850416003,y
353,353,3_1399789131153149956.png,51908,28575,no,no,no,no,yes,no,plant,yes,353,a sun on a blue background,0.9996335506439208,4.403945441935733,y
354,354,3_1452587078965989376.png,118950,50625,no,no,no,yes,no,yes,plants,yes,354,a group of people working in a garden,0.929750382900238,3.4047919293820934,y
355,355,3_1443322369959944196.png,91157,50625,yes,yes,no,no,no,no,plant,yes,355,a spiral galaxy,0.9927922487258912,4.442884254637603,y
356,356,3_1517180319018864646.png,62745,40500,no,no,no,no,yes,no,flowers,no,356,a scarf with purple flowers on it,0.9965207576751708,5.1637580683719815,mb
357,357,3_1301164388896985088.png,53167,33750,no,no,no,yes,yes,no,plant,yes,357,a woman sitting in a chair,0.8933751583099365,5.078338066845976,y
358,358,3_1491471521122078724.png,48179,35100,yes,no,no,no,no,no,plant,yes,358,a statue of a woman,0.7441596388816833,5.8282654268457215,y
359,359,3_1354792706585800705.png,97424,42975,yes,no,yes,no,no,no,plants,no,359,flowers in a vase on a table,0.0001764511544024,3.5289045820331744,y
360,360,3_1518983685382488071.png,38112,29025,no,yes,no,no,no,no,plant,no,360,a pink card with the words analyzing biodiversity literature sale,0.9999815225601196,6.092569269521411,y
361,361,3_1257331909983637506.png,63067,37350,yes,no,no,no,yes,yes,plant,yes,361,an abstract painting,0.9311454892158508,4.737818510472989,y
362,362,3_1521605093505830914.png,64655,39600,no,no,yes,yes,no,no,plant,no,362,a man in military uniform,0.9814847707748412,4.899853066274844,y
363,363,3_1550497408232132608.png,53801,33525,yes,no,no,yes,yes,no,plants,no,363,a group of people sitting in chairs,0.6783266067504883,4.985037452835449,y
364,364,3_1509514306764873735.png,65723,40500,yes,no,no,yes,no,no,plant,no,364,a woman sitting at a table,0.4986204504966736,4.929781050773702,y
365,365,3_1553022553953775617.png,54376,39825,yes,no,yes,yes,no,no,plant,no,365,a baby tiger being fed by a woman,0.9957428574562072,5.8592025893776665,mb
366,366,3_1527636139384905729.png,32398,40500,no,no,yes,yes,no,no,plants,no,366,a group of men standing in front of a building,0.1323457807302475,10.000617322056916,mb
367,367,3_1449785043447078913.png,62159,33750,no,no,no,yes,yes,no,plant,yes,367,a man sitting on the floor,0.9761011004447936,4.343699222960472,y
368,368,3_1415342862955339782.png,56776,34875,no,yes,yes,no,no,no,plant,no,368,an old document with writing on it,0.9902472496032716,4.914048189375793,y
369,369,3_1362417982719205380.png,35397,28575,no,no,no,no,no,yes,plant,yes,369,two people flying in the desert,0.9946373105049132,6.458174421561149,y
370,370,3_1423657553033105411.png,34169,26550,yes,yes,no,no,yes,no,plant,yes,370,a pair of brown shoes,0.6770079135894775,6.216160847551874,y
371,371,3_1305844034305503233.png,63315,39600,yes,no,no,no,no,no,plant,no,371,two apples on a branch,0.98969167470932,5.003553660270078,y
372,372,3_1436668430598410240.png,28155,25425,no,no,no,no,no,no,plant,no,372,a coin,0.7226401567459106,7.224294086307938,mb
373,373,3_1391793824700067840.png,44386,29025,no,no,yes,yes,no,no,plant,yes,373,a man standing next to a plane,0.9526975750923156,5.2313792637318075,y
374,374,3_1537109018736480258.png,84636,50625,no,yes,no,no,no,no,plant,no,374,a fireworks with the words smithsonian folk festival,0.9999576807022096,4.785197788175244,y
375,375,3_1514625113777393667.png,53125,36225,no,no,no,yes,yes,no,plant,yes,375,a man holding a baby panda,0.9974918365478516,5.455058823529412,y
376,376,3_1397901188671184902.png,71983,35775,no,no,yes,no,no,no,plant,no,376,a british flag,0.9970033764839172,3.975938763319117,y
